id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
2151,5628-FCGYG,2018-05-01,,Month-to-month,Yes,Electronic check,84.1,1737.45,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,0
2152,2560-WBWXF,2014-06-01,,Two year,Yes,Bank transfer (automatic),24.15,1498.85,,,,,,,,Male,0,No,No,Yes,0
2153,0248-IPDFW,2020-01-01,,Month-to-month,Yes,Electronic check,50.1,50.1,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,0
2154,7978-DKUQH,2018-01-01,,Month-to-month,Yes,Electronic check,74.6,1797.75,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,No,0
2155,4335-UPJSI,2018-02-01,,Two year,No,Mailed check,19.75,498.1,,,,,,,,Female,0,No,Yes,No,0
2156,0524-IAVZO,2017-05-01,2019-11-01,Month-to-month,Yes,Electronic check,85.0,2624.25,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,1
2157,2737-YNGYW,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,80.55,184.1,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
2158,1784-EZDKJ,2015-11-01,,One year,Yes,Bank transfer (automatic),106.8,5498.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
2159,9297-FVVDH,2015-05-01,,Two year,Yes,Electronic check,84.5,4845.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2160,8007-YYPWD,2018-11-01,,Two year,No,Bank transfer (automatic),25.05,369.1,,,,,,,,Female,0,No,No,Yes,0
2161,7101-HRBLJ,2014-02-01,,Two year,Yes,Bank transfer (automatic),83.7,6096.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
2162,5159-YFPKQ,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,75.8,160.75,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,1
2163,6635-CPNUN,2017-10-01,,Month-to-month,No,Credit card (automatic),96.6,2684.35,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
2164,4021-RQSNY,2017-05-01,2019-10-01,Month-to-month,Yes,Electronic check,98.5,3004.15,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
2165,5453-YBTWV,2014-04-01,,Two year,Yes,Credit card (automatic),101.1,6994.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
2167,2931-VUVJN,2015-03-01,,One year,Yes,Electronic check,94.05,5483.9,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,1,Yes,No,Yes,0
2168,9061-TIHDA,2018-11-01,2019-12-01,Month-to-month,Yes,Electronic check,95.25,1233.65,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,1
2169,8699-ASUFO,2019-06-01,2020-01-01,Month-to-month,Yes,Mailed check,74.4,527.9,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,1
2170,6418-PIQSP,2014-12-01,,Two year,No,Mailed check,81.0,4985.9,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
2171,8220-OCUFY,2018-05-01,,One year,Yes,Electronic check,60.25,1258.35,DSL,Yes,No,Yes,Yes,No,No,Female,0,No,No,No,0
2172,3995-WFCSM,2019-12-01,,Month-to-month,No,Electronic check,60.85,111.4,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,No,0
2173,1895-QTKDO,2020-01-01,,Month-to-month,No,Credit card (automatic),43.95,43.95,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
2174,2038-OEQZH,2019-10-01,,Month-to-month,No,Electronic check,86.05,308.1,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,No,0
2175,1178-PZGAB,2018-07-01,,One year,No,Credit card (automatic),20.25,383.65,,,,,,,,Female,0,No,No,No,0
2176,7927-AUXBZ,2017-07-01,2020-01-01,Month-to-month,No,Electronic check,85.15,2555.9,Fiber optic,No,No,No,Yes,Yes,No,Female,0,No,No,No,1
2177,2626-VEEWG,2014-07-01,,Two year,Yes,Credit card (automatic),19.4,1284.2,,,,,,,,Male,0,Yes,Yes,No,0
2178,2878-RMWXY,2014-02-01,,Two year,Yes,Credit card (automatic),102.65,7550.3,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,0
2179,1657-DYMBM,2015-09-01,,Two year,No,Credit card (automatic),19.9,1110.05,,,,,,,,Male,0,Yes,No,No,0
2180,7311-MQJCH,2019-09-01,,One year,No,Electronic check,19.55,99.6,,,,,,,,Female,0,No,No,No,0
2181,7375-WMVMT,2014-03-01,,Two year,Yes,Credit card (automatic),95.5,6707.15,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,1,Yes,No,No,0
2182,1136-XGEQU,2015-12-01,,One year,Yes,Credit card (automatic),84.15,4164.4,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2183,2530-FMFXO,2015-06-01,,Two year,Yes,Electronic check,103.2,5873.75,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2184,6844-DZKRF,2019-12-01,,Month-to-month,Yes,Credit card (automatic),50.2,109.25,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
2185,4695-WJZUE,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,88.55,179.25,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,1
2186,7619-ODSGN,2018-01-01,2020-01-01,Month-to-month,No,Electronic check,54.75,1338.15,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
2187,5970-GHJAW,2016-04-01,,Two year,No,Credit card (automatic),19.95,862.4,,,,,,,,Male,0,Yes,Yes,No,0
2188,8879-XUAHX,2014-03-01,,Two year,Yes,Electronic check,116.25,8564.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2189,3689-MOZGR,2017-09-01,,Month-to-month,Yes,Electronic check,31.2,926.2,DSL,No,No,No,Yes,No,No,Female,0,No,No,,0
2190,4195-PNGZS,2014-05-01,,Two year,No,Bank transfer (automatic),24.45,1718.2,,,,,,,,Male,0,Yes,Yes,Yes,0
2191,5003-XZWWO,2014-03-01,,Two year,No,Credit card (automatic),84.2,5956.85,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2192,3988-RQIXO,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,91.3,91.3,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,1
2193,7622-FWGEW,2015-06-01,,Two year,Yes,Bank transfer (automatic),85.65,4824.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,No,0
2194,6922-NCEDI,2015-06-01,,One year,Yes,Mailed check,21.2,1238.65,,,,,,,,Male,0,No,Yes,No,0
2195,2514-GINMM,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.5,79.5,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
2196,9891-NQDBD,2017-10-01,,One year,No,Mailed check,25.55,672.2,,,,,,,,Female,0,Yes,No,Yes,0
2197,6131-IUNXN,2018-07-01,,Month-to-month,No,Mailed check,20.2,382.2,,,,,,,,Female,0,Yes,Yes,No,0
2198,8548-AWOFC,2014-08-01,,Month-to-month,No,Electronic check,63.85,4264.6,DSL,No,No,No,Yes,No,Yes,Male,0,Yes,No,Yes,0
2199,9798-DRYDS,2018-09-01,,One year,Yes,Mailed check,61.95,1070.7,DSL,No,No,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0
2200,8532-UEFWH,2015-10-01,,Two year,No,Mailed check,25.75,1345.85,,,,,,,,Male,0,Yes,Yes,Yes,0
2201,6296-DDOOR,2018-07-01,,One year,No,Electronic check,58.2,1045.25,DSL,No,Yes,No,No,Yes,No,Female,0,No,No,No,0
2202,7951-VRDVK,2017-02-01,,One year,No,Bank transfer (automatic),85.85,3003.55,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
2203,5931-FLJJF,2019-05-01,2019-12-01,Month-to-month,Yes,Mailed check,70.1,467.55,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,1
2204,4815-YOSUK,2014-02-01,,One year,Yes,Credit card (automatic),104.9,7537.5,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
2205,2659-VXMWZ,2014-05-01,2019-12-01,One year,Yes,Electronic check,111.3,7482.1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
2166,5039-LZRQT,2019-01-01,,One year,No,Mailed check,20.2,273.25,,,,,,,,Female,0,No,No,No,0
2206,0380-NEAVX,2017-04-01,,One year,Yes,Electronic check,99.85,3343.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0
2207,3207-OYBWH,2015-03-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,1
2208,4285-GYRQC,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,86.25,587.1,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,No,1
2209,7216-EWTRS,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,100.8,100.8,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
2210,4365-MSDYN,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,,,,,,,,Male,0,Yes,No,No,0
2211,7036-TYDEC,2014-05-01,,Two year,No,Electronic check,104.0,7028.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2212,5802-ADBRC,2015-12-01,,One year,Yes,Mailed check,104.4,5232.9,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
2213,8076-FEZKJ,2019-04-01,,One year,No,Mailed check,19.5,225.85,,,,,,,,Male,0,No,No,No,0
2215,8337-MSSXB,2018-09-01,2019-11-01,Month-to-month,Yes,Electronic check,86.3,1180.95,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,No,1
2216,4312-GVYNH,2014-04-01,,Two year,Yes,Bank transfer (automatic),49.85,3370.2,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,No,,0
2217,8495-LJDFO,2014-10-01,,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,0
2218,0839-JTCUD,2014-08-01,,Two year,No,Credit card (automatic),89.9,5958.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2219,5494-WOZRZ,2014-03-01,,Two year,Yes,Credit card (automatic),82.0,5999.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
2220,1302-UHBDD,2018-06-01,,Month-to-month,No,Electronic check,89.95,1648.45,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,No,0
2221,2234-EOFPT,2014-02-01,,Two year,Yes,Bank transfer (automatic),79.35,5753.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,0
2222,8619-IJNDK,2014-03-01,,Two year,No,Credit card (automatic),64.05,4492.9,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
2223,8378-LKJAF,2016-12-01,,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
2224,8182-BJDSI,2017-07-01,2019-11-01,Month-to-month,Yes,Electronic check,89.95,2625.55,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,Yes,1
2225,2528-HFYZX,2018-07-01,2019-12-01,Month-to-month,Yes,Electronic check,76.45,1233.4,Fiber optic,No,Yes,No,No,No,No,Male,1,Yes,No,No,1
2226,1153-GNOLC,2017-05-01,,One year,Yes,Electronic check,39.1,1309.0,DSL,No,Yes,No,No,Yes,No,Male,0,No,No,,0
2227,3298-QEICA,2018-03-01,,Two year,No,Mailed check,34.6,813.45,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,,0
2228,0788-DXBFY,2015-04-01,,One year,Yes,Electronic check,19.55,1108.8,,,,,,,,Male,0,Yes,Yes,No,0
2229,3597-YASZG,2014-04-01,,Two year,Yes,Bank transfer (automatic),104.45,7349.35,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
2230,3496-LFSZU,2019-10-01,,Month-to-month,No,Electronic check,70.5,294.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
2231,5242-UOWHD,2016-05-01,,Two year,No,Mailed check,20.35,929.2,,,,,,,,Male,0,Yes,Yes,No,0
2232,2482-CZGBB,2019-02-01,2019-12-01,Month-to-month,Yes,Electronic check,70.0,740.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
2233,6479-SZPLM,2017-02-01,,Two year,No,Credit card (automatic),19.45,754.5,,,,,,,,Male,0,Yes,Yes,No,0
2234,8097-VBQTZ,2015-08-01,,Month-to-month,Yes,Mailed check,69.9,3883.3,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,No,0
2235,4500-HKANN,2018-03-01,,Two year,No,Mailed check,59.7,1414.2,DSL,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
2236,9917-KWRBE,2016-09-01,,One year,Yes,Credit card (automatic),78.35,3211.2,DSL,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0
2237,3420-ZDBMA,2019-09-01,,Month-to-month,Yes,Mailed check,71.45,371.6,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
2238,2212-LYASK,2017-11-01,,One year,Yes,Credit card (automatic),45.85,1246.4,DSL,No,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,,0
2239,1393-IMKZG,2020-01-01,,Month-to-month,Yes,Electronic check,95.85,95.85,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,No,0
2240,8069-RHUXK,2014-07-01,,Two year,No,Credit card (automatic),35.7,2545.7,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,,0
2241,3398-GCPMU,2014-02-01,,Two year,Yes,Credit card (automatic),89.55,6448.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,0
2242,2908-WGAXL,2015-06-01,,Two year,Yes,Credit card (automatic),24.95,1468.9,,,,,,,,Female,0,Yes,Yes,Yes,0
2243,3378-AJRAO,2016-06-01,,One year,No,Electronic check,24.85,1013.6,,,,,,,,Male,0,Yes,Yes,Yes,0
2244,1013-QCWAM,2014-08-01,,Month-to-month,Yes,Electronic check,100.8,6690.75,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,Yes,0
2245,0866-QLSIR,2017-01-01,2019-11-01,One year,Yes,Mailed check,64.4,2088.75,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,Yes,1
2246,6050-FFXES,2014-05-01,,Two year,No,Bank transfer (automatic),105.35,7240.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2247,7181-BQYBV,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,102.45,102.45,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
2248,0362-RAOQO,2016-10-01,,Two year,No,Credit card (automatic),19.65,830.25,,,,,,,,Female,0,No,No,No,0
2249,9554-DFKIC,2017-08-01,,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2250,5527-ACHSO,2019-03-01,,Month-to-month,No,Mailed check,70.5,829.3,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,No,0
2251,0829-DDVLK,2018-11-01,,One year,No,Credit card (automatic),20.1,302.45,,,,,,,,Female,0,No,No,No,0
2252,1399-UBQIU,2019-03-01,,Month-to-month,Yes,Electronic check,69.35,712.25,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
2253,1813-JLKWR,2014-10-01,,One year,No,Bank transfer (automatic),19.8,1336.65,,,,,,,,Female,0,Yes,Yes,No,0
2254,0336-PIKEI,2014-02-01,,Two year,No,Bank transfer (automatic),74.4,5360.75,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,1,Yes,No,No,0
2255,7322-OCWHC,2014-02-01,,Two year,Yes,Bank transfer (automatic),93.05,6735.05,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,1,Yes,No,Yes,0
2256,9537-VHDTA,2020-01-01,,Month-to-month,No,Mailed check,51.2,51.2,DSL,Yes,No,No,No,No,No,Female,0,No,Yes,No,0
2257,4957-TIALW,2018-11-01,,One year,No,Credit card (automatic),65.6,1010.0,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,Yes,No,0
2258,2054-PJOCK,2015-02-01,,One year,No,Credit card (automatic),80.55,4847.05,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2259,9150-HEPMB,2015-06-01,,One year,No,Mailed check,52.7,3019.7,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,0
2260,9030-QGZNL,2019-06-01,,Two year,No,Mailed check,20.85,161.65,,,,,,,,Female,0,No,No,No,0
2261,6204-IEUXJ,2019-08-01,2019-11-01,Month-to-month,No,Credit card (automatic),80.1,217.55,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,No,No,1
2262,3126-WQMGH,2016-01-01,,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
2263,4529-CKBCL,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,80.2,146.05,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
2264,2506-CLAKW,2019-05-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,1
2265,7176-WRTNX,2014-04-01,,Two year,Yes,Bank transfer (automatic),114.95,7711.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
2266,1583-IHQZE,2018-11-01,2019-11-01,Month-to-month,Yes,Mailed check,112.95,1384.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
2267,5732-IKGQH,2015-10-01,,One year,Yes,Bank transfer (automatic),104.45,5481.25,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,No,0
2268,9239-GZHZE,2014-02-01,,Two year,Yes,Credit card (automatic),113.65,8124.2,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2269,7205-BAIAD,2016-10-01,,Two year,Yes,Bank transfer (automatic),20.6,827.3,,,,,,,,Female,0,No,No,No,0
2270,0151-ONTOV,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,70.9,70.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
2271,4140-MUHUG,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,86.85,220.95,Fiber optic,No,No,Yes,No,Yes,No,Female,1,No,No,No,1
2272,0093-EXYQL,2016-10-01,,Month-to-month,Yes,Electronic check,91.55,3673.6,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,0
2273,8064-RAVOH,2020-01-01,,Month-to-month,Yes,Electronic check,49.85,49.85,DSL,No,No,Yes,No,No,No,Male,0,No,Yes,No,0
2274,0219-QAERP,2017-08-01,,One year,No,Credit card (automatic),19.8,576.65,,,,,,,,Male,0,Yes,No,No,0
2275,0320-JDNQG,2017-12-01,2019-11-01,Month-to-month,Yes,Electronic check,99.85,2331.3,Fiber optic,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,1
2276,7180-PISOG,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,74.5,74.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
2277,9168-INPSZ,2016-06-01,,Month-to-month,No,Electronic check,104.15,4495.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
2278,3571-RFHAR,2014-08-01,2020-01-01,Month-to-month,Yes,Electronic check,109.15,6941.2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
2279,0015-UOCOJ,2019-07-01,,Month-to-month,Yes,Electronic check,48.2,340.35,DSL,Yes,No,No,No,No,No,Female,1,No,No,No,0
2280,5334-AFQJB,2014-02-01,,Two year,Yes,Credit card (automatic),25.1,1789.9,,,,,,,,Male,1,No,No,Yes,0
2281,2754-SDJRD,2019-06-01,,Month-to-month,Yes,Credit card (automatic),100.15,908.55,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,Yes,0
2282,9578-VRMNM,2018-08-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,1
2283,1587-FKLZB,2014-07-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,Yes,Yes,1
2284,6140-QNRQQ,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,71.55,71.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
2285,8963-JLGJT,2019-11-01,,Month-to-month,No,Mailed check,55.9,157.55,DSL,Yes,No,Yes,No,No,No,Male,0,No,Yes,No,0
2286,4307-KTUMW,2015-05-01,2019-10-01,Month-to-month,No,Electronic check,93.9,5029.2,Fiber optic,Yes,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,1
2287,1465-LNTLJ,2019-06-01,,Month-to-month,Yes,Credit card (automatic),64.4,581.7,DSL,No,No,Yes,Yes,No,Yes,Male,1,Yes,No,No,0
2288,5440-FLBQG,2014-02-01,2019-11-01,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,1
2289,2135-DQWAQ,2019-09-01,,Month-to-month,Yes,Mailed check,85.3,420.45,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,0
2290,4056-QHXHZ,2014-02-01,,Two year,No,Mailed check,107.45,7576.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2291,7470-MCQTK,2018-09-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,DSL,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,,1
2292,7488-MXJIV,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,85.65,321.65,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,1
2293,7401-JIXNM,2015-08-01,,Two year,No,Credit card (automatic),91.3,4965.0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2294,9339-FIIJL,2014-02-01,,Two year,No,Bank transfer (automatic),85.95,6151.9,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2295,2027-FECZV,2018-10-01,2019-10-01,Month-to-month,Yes,Electronic check,106.7,1253.9,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
2296,2672-DZUOY,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,25.15,25.15,DSL,No,No,No,No,No,No,Male,0,No,No,,1
2297,4706-DGAHW,2020-01-01,,Month-to-month,No,Electronic check,45.2,45.2,DSL,No,No,No,No,No,No,Male,1,No,No,No,0
2298,3870-MQAMG,2015-05-01,2019-11-01,One year,No,Electronic check,110.35,5893.15,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
2299,6670-MFRPK,2014-05-01,,Two year,Yes,Credit card (automatic),79.2,5420.65,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,Yes,Yes,0
2300,6177-PEVRA,2016-02-01,,Two year,No,Credit card (automatic),55.5,2627.35,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,0
2301,4800-CZMPC,2015-10-01,2019-10-01,One year,Yes,Credit card (automatic),103.25,5037.55,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
2302,4813-HQMGZ,2019-06-01,,Month-to-month,Yes,Electronic check,90.25,743.75,Fiber optic,No,No,No,Yes,No,Yes,Female,0,Yes,No,Yes,0
2303,7579-KKLOE,2014-03-01,,Two year,Yes,Mailed check,91.25,6589.6,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2304,7377-DMMRI,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,47.8,92.45,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1
2305,8402-EIVQS,2014-07-01,,One year,Yes,Credit card (automatic),100.9,6733.15,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,0
2306,4947-DSMXK,2017-04-01,,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
2307,7245-NIIWQ,2019-11-01,,Month-to-month,Yes,Electronic check,69.85,199.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2309,3324-OIRTO,2014-03-01,,One year,Yes,Bank transfer (automatic),104.65,7288.4,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
2310,5414-OFQCB,2015-05-01,,Two year,Yes,Credit card (automatic),90.45,5229.8,Fiber optic,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,0
2311,4967-WPNCF,2014-02-01,,Two year,Yes,Bank transfer (automatic),63.7,4464.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,,0
2312,8552-OBVRU,2016-02-01,,Month-to-month,Yes,Electronic check,104.5,5068.05,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,No,0
2314,9154-QDGTH,2016-07-01,,One year,Yes,Credit card (automatic),104.3,4451.85,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2315,8197-BFWVU,2014-02-01,,Two year,Yes,Bank transfer (automatic),93.25,6688.95,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2316,2577-GVSIL,2017-03-01,,One year,Yes,Bank transfer (automatic),73.45,2661.1,DSL,No,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2317,9367-OIUXP,2019-10-01,,Month-to-month,No,Mailed check,20.7,73.05,,,,,,,,Male,0,No,No,No,0
2318,6770-UAYGJ,2016-01-01,,Two year,No,Mailed check,25.25,1211.65,,,,,,,,Female,0,Yes,Yes,Yes,0
2319,6463-HHXJR,2014-03-01,,Two year,No,Bank transfer (automatic),100.5,7030.65,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0
2320,7928-VJYAB,2019-03-01,,Month-to-month,No,Electronic check,90.6,1020.2,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,0
